property_id,district,latitude,longitude,area_sqft,property_type,location_type,bhk_type,age_of_property,price_per_sqft,total_price,road_access,utilities_available,water_supply,electricity,ownership_type,transaction_type,legal_status,amenities,days_on_market,seller_type,demand_score,location_score,price_trend,roi_percentage,investment_potential,date_listed
PROP023326,Tirunelveli,8.723948,77.642929,18051.61,Retail Space,Commercial,NA,20,3354.2,58850657.0,Yes,No,Yes,No,Leasehold,Rent,Clear,"Signage, Parking",98,Bank,69.59,100.0,Stable,1.96,Low,2026-06-16
PROP023327,Kolkata,22.475436,88.437981,84214.81,Mixed-Use Property,Urban,NA,2,9140.73,795984739.8,Yes,Yes,Yes,Yes,Freehold,Sell,Clear,Basic,18,NRI,47.17,93.75,Increasing,12.48,Low,2026-09-04
PROP023328,Vadodara,22.365753,73.287679,36722.76,Commercial Space,Commercial,NA,20,7118.08,287216772.78,No,Yes,Yes,No,Freehold,Sell,Clear,"WiFi, Parking, Elevator",28,Builder,83.07,80.0,Stable,5.18,Medium,2026-08-25
PROP023329,Chennai,13.08803,80.106524,7095.88,Retail Space,Commercial,NA,17,11494.31,84938219.27,Yes,Yes,Yes,No,Freehold,Sell,Clear,Parking,43,NRI,84.62,100.0,Increasing,10.0,Medium,2026-08-10
PROP023330,Gurgaon,28.415103,77.008773,84222.95,Farm House,Urban,3 BHK,0,11105.07,1005558105.31,No,Yes,Yes,Yes,Freehold,Sell,Clear,Garden,71,NRI,40.86,100.0,Stable,14.99,Low,2026-07-13
PROP023331,Madurai,9.847975,78.258662,2103.45,Commercial Space,Commercial,NA,0,6518.68,15059505.9,Yes,Yes,No,Yes,Freehold,Sell,Clear,"WiFi, Security, Parking",134,NRI,51.1,80.0,Stable,12.55,Low,2026-05-11
PROP023332,Ahmedabad,23.156467,72.535811,77625.0,Farm House,Urban,3 BHK,20,4404.71,367565620.51,No,Yes,Yes,Yes,Leasehold,Buy,Clear,"Water Supply, Security",67,Individual,44.89,93.75,Increasing,12.47,Low,2026-07-17
PROP023333,Kolkata,22.530852,88.479233,34432.49,Commercial Space,Commercial,NA,0,12871.03,431126383.86,Yes,Yes,Yes,No,Leasehold,Buy,Clear,"WiFi, Elevator, Security",76,Bank,70.55,100.0,Increasing,24.03,Medium,2026-07-08
PROP023334,Madurai,9.952518,78.151903,63181.0,Mixed-Use Property,Semi-Urban,NA,0,2287.54,137573026.86,No,Yes,No,Yes,Leasehold,Buy,Clear,Basic,106,Individual,73.84,50.0,Decreasing,6.26,Medium,2026-06-08
PROP023335,Ahmedabad,23.091523,72.578909,80317.49,Residential Plot,Urban,1 BHK,18,4718.79,387745202.3,No,Yes,Yes,Yes,Co-op,Sell,Clear,Electricity,144,NRI,100.0,93.75,Stable,8.39,Medium,2026-05-01
PROP023336,Mysore,12.228151,76.690061,14604.91,Retail Space,Commercial,NA,0,11794.93,146894237.87,Yes,No,Yes,Yes,Freehold,Rent,Mortgaged,Parking,63,Real Estate Agent,53.4,80.0,Increasing,18.35,Low,2026-07-21
PROP023337,Bangalore,12.910337,77.631625,6083.73,Residential House,Urban,5+ BHK,1,15743.09,107529516.41,No,Yes,Yes,Yes,Freehold,Buy,Clear,"Security, Water Supply, Electricity, Swimming Pool",71,Real Estate Agent,100.0,100.0,Stable,12.02,High,2026-07-13
PROP023338,Madurai,9.959788,78.190427,438152.99,Industrial Plot,Industrial Hub,NA,4,925.14,376780713.24,Yes,No,Yes,No,Leasehold,Buy,Clear,"Water Supply, Road Access",56,Bank,68.34,40.0,Stable,9.75,Medium,2026-07-28
PROP023339,Salem,11.552126,78.16678,206001.63,Land Bank,Rural,NA,2,288.29,56289313.68,Yes,No,Yes,Yes,Freehold,Rent,Clear,Basic,36,Real Estate Agent,31.31,20.0,Decreasing,-6.7,Low,2026-08-17
PROP023340,Pune,18.488706,74.007966,15010.5,Residential House,Urban,2 BHK,0,14921.43,231260448.19,Yes,Yes,Yes,Yes,Leasehold,Buy,Clear,"Park, Gym",92,Bank,59.35,100.0,Increasing,21.6,Low,2026-06-22
PROP023341,Lucknow,26.812675,80.969744,329232.6,Industrial Plot,Industrial Hub,NA,25,793.16,273703842.52,No,No,No,Yes,Freehold,Buy,Clear,Electricity,256,Individual,55.9,40.0,Decreasing,-7.03,Low,2026-01-09
PROP023342,Lucknow,26.898143,81.056022,44542.99,Mixed-Use Property,Urban,NA,0,6055.39,259770258.41,Yes,No,Yes,Yes,Leasehold,Sell,Clear,Basic,21,Builder,62.77,75.0,Stable,14.53,Medium,2026-09-01
PROP023343,Mumbai,19.109252,72.814644,28781.65,Warehouse,Industrial Hub,NA,26,1832.79,48758007.38,Yes,Yes,Yes,Yes,Leasehold,Rent,Mortgaged,"Electricity, Water Supply",225,Bank,38.31,65.0,Decreasing,-10.2,Low,2026-02-09
PROP023344,Ahmedabad,23.286496,72.644932,145836.04,Mixed-Use Property,Rural,NA,0,2516.92,357986409.4,No,Yes,No,Yes,Leasehold,Sell,Clear,Basic,102,Real Estate Agent,53.31,25.0,Decreasing,-3.59,Low,2026-06-12
PROP023345,Vadodara,22.366393,73.249178,99822.59,Residential Plot,Urban,4 BHK,25,1936.07,179926124.93,No,Yes,Yes,Yes,Freehold,Rent,Clear,Water Supply,50,NRI,68.77,75.0,Stable,-2.37,Low,2026-08-03
PROP023346,Delhi,28.500291,77.392168,41860.2,Residential Plot,Rural,5+ BHK,19,1533.63,57902653.17,Yes,Yes,Yes,Yes,Freehold,Buy,Mortgaged,"Road Access, Electricity",71,Builder,84.98,32.5,Increasing,9.25,Medium,2026-07-13
PROP023347,Hyderabad,17.394764,78.54287,180465.6,Land Bank,Semi-Urban,NA,0,2642.25,511578394.53,Yes,Yes,No,Yes,Leasehold,Sell,Clear,Basic,78,Bank,31.71,81.25,Increasing,18.5,Low,2026-07-06
PROP023348,Mysore,12.307884,76.710412,71109.16,Industrial Space,Industrial Hub,NA,0,1137.69,65632716.49,Yes,No,No,Yes,Freehold,Buy,Disputed,Basic,73,Individual,59.85,40.0,Increasing,11.36,Low,2026-07-11
PROP023349,Chandigarh,30.776473,76.722712,25314.95,Farm House,Semi-Urban,4 BHK,0,4990.91,116548772.28,No,Yes,Yes,Yes,Co-op,Rent,Clear,Parking,31,Real Estate Agent,40.24,62.5,Increasing,18.37,Low,2026-08-22
PROP023350,Madurai,10.009441,78.149632,73338.06,Warehouse,Industrial Hub,NA,25,285.02,16532982.47,No,No,Yes,Yes,Leasehold,Buy,Disputed,Water Supply,99,Builder,64.73,40.0,Decreasing,-7.95,Low,2026-06-15
PROP023351,Lucknow,26.838945,80.90004,145423.47,Mixed-Use Property,Rural,NA,0,1755.57,231377795.74,Yes,No,Yes,Yes,Leasehold,Sell,Clear,Basic,208,Individual,48.85,20.0,Decreasing,-3.44,Low,2026-02-26
PROP023352,Visakhapatnam,17.69167,83.117533,48405.77,Industrial Space,Industrial Hub,NA,13,779.75,41315205.11,Yes,No,Yes,No,Freehold,Sell,Clear,Basic,51,Builder,62.96,40.0,Stable,5.6,Medium,2026-08-02
PROP023353,Indore,22.794488,75.848666,433610.54,Industrial Plot,Industrial Hub,NA,0,1670.36,655547541.99,No,No,Yes,Yes,Leasehold,Rent,Clear,"Road Access, Water Supply",50,Bank,36.55,40.0,Increasing,18.53,Low,2026-08-03
PROP023354,Visakhapatnam,17.666572,83.149425,272953.05,Industrial Plot,Industrial Hub,NA,0,1573.6,407394549.11,Yes,No,Yes,No,Leasehold,Sell,Clear,"Road Access, Electricity",19,Bank,42.34,40.0,Increasing,18.39,Low,2026-09-03
PROP023355,Tirunelveli,8.708388,77.792672,81974.28,Residential Plot,Rural,3 BHK,13,479.27,41160790.49,Yes,Yes,Yes,Yes,Leasehold,Rent,Clear,Electricity,66,NRI,57.11,25.0,Stable,-3.11,Low,2026-07-18
PROP023356,Vadodara,22.309077,73.118051,79605.31,Agricultural Land,Rural,NA,12,204.61,15905848.63,No,Yes,Yes,No,Freehold,Rent,Clear,Water Supply,29,Builder,34.75,20.0,Stable,3.47,Low,2026-08-24
PROP023357,Mumbai,19.283143,72.824056,180937.64,Development Land,Rural,NA,26,2420.52,478038326.95,Yes,Yes,No,Yes,Co-op,Sell,Clear,Basic,55,Individual,69.29,32.5,Decreasing,-13.71,Low,2026-07-29
PROP023358,Mysore,12.356464,76.618868,61777.45,Industrial Space,Industrial Hub,NA,0,1355.5,79492136.96,Yes,Yes,Yes,Yes,Leasehold,Buy,Clear,Basic,44,Bank,56.48,40.0,Stable,11.3,Low,2026-08-09
PROP023359,Chennai,12.942623,80.146491,163984.25,Warehouse,Industrial Hub,NA,0,1865.87,310776272.85,Yes,No,Yes,Yes,Freehold,Sell,Clear,"Security, Electricity",19,NRI,65.23,50.0,Increasing,11.86,Medium,2026-09-03
PROP023360,Chennai,13.120718,80.270837,108217.43,Vacant Land,Semi-Urban,NA,26,1643.94,186583874.87,Yes,No,No,Yes,Freehold,Buy,Clear,Basic,129,Builder,45.47,62.5,Decreasing,-10.24,Low,2026-05-16
PROP023361,Mumbai,19.034042,72.963136,86481.85,Residential Plot,Semi-Urban,1 BHK,8,11464.69,783896334.12,Yes,Yes,Yes,Yes,Freehold,Buy,Disputed,"Road Access, Electricity",64,Real Estate Agent,55.37,81.25,Increasing,14.43,Low,2026-07-20
PROP023362,Mysore,12.257559,76.613666,22032.91,Residential House,Urban,2 BHK,27,3404.11,74846712.95,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,Park,83,Builder,72.09,75.0,Stable,-0.51,Low,2026-07-01
PROP023363,Surat,21.153373,72.829693,25745.55,Commercial Space,Commercial,NA,19,8760.6,153050179.78,Yes,No,Yes,Yes,Freehold,Sell,Disputed,"Elevator, Parking, WiFi",30,Builder,70.68,100.0,Increasing,7.31,Medium,2026-08-23
PROP023364,Madurai,10.022179,78.23312,37656.35,Commercial Plot,Urban,NA,0,4556.74,163548303.42,Yes,Yes,No,Yes,Freehold,Lease,Clear,"Road Access, Electricity",70,Individual,57.88,75.0,Increasing,15.28,Low,2026-07-14
PROP023365,Chandigarh,30.749371,76.778112,11624.7,Commercial Plot,Semi-Urban,NA,10,7118.6,87077690.34,Yes,Yes,No,Yes,Freehold,Sell,Clear,Road Access,82,Individual,75.64,62.5,Increasing,14.98,High,2026-07-02
PROP023366,Lucknow,26.831782,81.086448,28512.96,Industrial Space,Industrial Hub,NA,0,899.34,25631559.85,Yes,No,Yes,No,Freehold,Sell,Clear,Basic,85,Individual,71.95,40.0,Increasing,21.0,Medium,2026-06-29
PROP023367,Indore,22.795934,75.853296,78934.33,Industrial Space,Industrial Hub,NA,3,1343.88,113821384.94,No,Yes,No,No,Leasehold,Buy,Clear,Basic,10,Bank,57.87,40.0,Stable,7.41,Low,2026-09-12
PROP023368,Salem,11.510593,78.172098,446322.42,Land Bank,Semi-Urban,NA,3,854.56,355734639.9,No,Yes,Yes,No,Freehold,Buy,Clear,Basic,35,Builder,42.48,50.0,Stable,9.27,Low,2026-08-18
PROP023369,Lucknow,26.891508,81.085679,60419.11,Warehouse,Industrial Hub,NA,21,479.69,27144305.58,No,Yes,Yes,Yes,Freehold,Rent,Clear,Water Supply,34,NRI,48.27,40.0,Stable,2.1,Low,2026-08-19
PROP023370,Chandigarh,30.741132,76.753468,491141.57,Industrial Plot,Industrial Hub,NA,0,2647.38,913980515.9,Yes,No,Yes,Yes,Leasehold,Sell,Disputed,"Water Supply, Road Access",192,Real Estate Agent,67.04,50.0,Decreasing,-1.18,Low,2026-03-14
PROP023371,Chandigarh,30.749022,76.783988,40308.72,Industrial Space,Industrial Hub,NA,14,1617.58,63022312.16,Yes,Yes,No,Yes,Co-op,Buy,Clear,Basic,153,NRI,54.26,50.0,Stable,0.22,Low,2026-04-22
PROP023372,Vadodara,22.309351,73.264228,285100.16,Development Land,Urban,NA,24,3019.05,795343598.75,No,Yes,Yes,Yes,Freehold,Buy,Clear,Basic,131,Real Estate Agent,83.34,75.0,Stable,0.13,Low,2026-05-14
PROP023373,Tirunelveli,8.725603,77.790857,70860.19,Land Bank,Rural,NA,24,167.92,12864083.71,No,Yes,No,Yes,Freehold,Rent,Clear,Basic,181,Builder,40.77,25.0,Decreasing,-11.03,Low,2026-03-25
PROP023374,Lucknow,26.888205,80.92995,77491.94,Vacant Land,Urban,NA,16,2357.96,166149529.89,Yes,Yes,Yes,Yes,Leasehold,Sell,Clear,Basic,34,Real Estate Agent,35.8,75.0,Decreasing,-7.63,Low,2026-08-19
PROP023375,Mumbai,19.238475,72.81998,11355.32,Industrial Space,Industrial Hub,NA,0,4233.06,46177198.6,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,Basic,149,NRI,62.75,65.0,Stable,6.65,Medium,2026-04-26
PROP023376,Chennai,13.147391,80.370812,5295.93,Office Space,Commercial,NA,11,11729.65,66821907.36,Yes,Yes,No,Yes,Leasehold,Sell,Clear,AC,160,Builder,92.25,100.0,Stable,6.88,Medium,2026-04-15
PROP023377,Gurgaon,28.300412,77.024956,32411.09,Industrial Plot,Industrial Hub,NA,27,2144.79,64173805.88,Yes,Yes,Yes,Yes,Freehold,Lease,Clear,Electricity,133,NRI,57.36,65.0,Stable,-5.35,Low,2026-05-12
PROP023378,Lucknow,26.826985,81.040674,69608.28,Industrial Space,Industrial Hub,NA,10,972.66,69499230.58,No,Yes,No,Yes,Leasehold,Buy,Clear,Basic,219,Bank,45.11,40.0,Decreasing,-3.38,Low,2026-02-15
PROP023379,Kolkata,22.503732,88.338444,52877.82,Vacant Land,Semi-Urban,NA,0,3906.73,152782505.66,No,Yes,Yes,Yes,Freehold,Lease,Disputed,Basic,79,NRI,43.72,62.5,Increasing,19.5,Low,2026-07-05
PROP023380,Mysore,12.227507,76.711961,7158.35,Retail Space,Commercial,NA,3,10494.04,72997614.03,No,Yes,Yes,Yes,Leasehold,Rent,Clear,Parking,22,Bank,74.48,80.0,Increasing,19.43,Medium,2026-08-31
PROP023381,Indore,22.759735,75.854966,61213.62,Mixed-Use Property,Urban,NA,7,6975.21,413435420.61,Yes,Yes,Yes,Yes,Leasehold,Sell,Clear,Basic,27,Builder,57.88,75.0,Increasing,13.61,Low,2026-08-26
PROP023382,Lucknow,26.801687,80.980752,90516.07,Residential Plot,Semi-Urban,1 BHK,0,2485.69,221140405.56,Yes,No,No,No,Freehold,Rent,Clear,"Road Access, Water Supply",66,Individual,68.66,50.0,Increasing,19.99,Medium,2026-07-18
PROP023383,Mumbai,19.045774,72.999127,2057.9,Residential House,Urban,3 BHK,24,14179.01,31779409.5,No,Yes,No,Yes,Freehold,Rent,Clear,Parking,164,Individual,97.72,100.0,Stable,1.4,Low,2026-04-11
PROP023384,Jaipur,26.804182,75.846368,42353.48,Land Bank,Rural,NA,26,376.81,17138353.62,No,Yes,No,No,Co-op,Sell,Clear,Basic,60,Individual,45.67,25.0,Decreasing,-11.51,Low,2026-07-24
PROP023385,Kolkata,22.544563,88.327115,252810.54,Land Bank,Semi-Urban,NA,25,1222.17,304075419.98,Yes,Yes,Yes,Yes,Freehold,Lease,Clear,Basic,165,Builder,48.86,62.5,Decreasing,-15.24,Low,2026-04-10
PROP023386,Mumbai,19.092361,72.810367,955735.87,Agricultural Land,Rural,NA,4,1030.29,991609135.37,Yes,Yes,Yes,Yes,Leasehold,Buy,Clear,Road Access,132,Individual,30.21,32.5,Decreasing,-0.67,Low,2026-05-13
PROP023387,Salem,11.412092,78.11741,136579.34,Vacant Land,Semi-Urban,NA,3,1105.95,148933359.45,Yes,No,No,No,Freehold,Buy,Clear,Basic,204,Individual,38.79,50.0,Decreasing,-5.35,Low,2026-03-02
PROP023388,Hyderabad,17.47384,78.418746,11862.43,Office Space,Commercial,NA,28,7075.46,89708920.68,No,Yes,Yes,Yes,Leasehold,Sell,Clear,"Elevator, Security, Parking, WiFi",86,Bank,90.8,100.0,Increasing,8.68,Medium,2026-06-28
PROP023389,Kochi,10.020119,76.393243,107926.13,Development Land,Urban,NA,0,6987.43,629963057.63,No,Yes,Yes,Yes,Freehold,Rent,Mortgaged,Basic,66,Real Estate Agent,85.14,93.75,Increasing,22.23,High,2026-07-18
PROP023390,Chandigarh,30.785459,76.775884,497693.7,Industrial Plot,Industrial Hub,NA,0,2968.61,1378315201.06,Yes,Yes,Yes,Yes,Freehold,Sell,Clear,"Road Access, Water Supply",130,Individual,51.89,50.0,Stable,11.32,Low,2026-05-15
PROP023391,Vellore,13.035613,79.137738,18345.14,Industrial Space,Industrial Hub,NA,24,450.0,8832414.86,No,No,No,Yes,Leasehold,Buy,Clear,Basic,171,Bank,55.86,40.0,Stable,-3.67,Low,2026-04-04
PROP023392,Aurangabad,19.877261,75.420219,57422.96,Warehouse,Industrial Hub,NA,6,601.51,34868032.93,Yes,Yes,Yes,Yes,Freehold,Sell,Clear,Electricity,234,Real Estate Agent,52.75,40.0,Decreasing,-4.13,Low,2026-01-31
PROP023393,Chandigarh,30.738123,76.722895,101360.16,Vacant Land,Semi-Urban,NA,0,3844.34,359803084.89,Yes,Yes,Yes,No,Freehold,Sell,Clear,Basic,135,Real Estate Agent,59.14,62.5,Stable,11.57,Low,2026-05-10
PROP023394,Salem,11.637184,78.244022,79122.08,Farm House,Rural,1 BHK,0,741.24,27157640.96,No,Yes,No,Yes,Leasehold,Sell,Under Litigation,"Garden, Water Supply, Security",78,Bank,46.55,20.0,Stable,7.2,Low,2026-07-06
PROP023395,Vellore,13.008231,79.214658,19605.27,Vacant Land,Rural,NA,0,481.95,10338744.31,Yes,No,Yes,No,Leasehold,Sell,Clear,Basic,174,Bank,47.54,20.0,Decreasing,1.7,Low,2026-04-01
PROP023396,Pune,18.543417,73.777556,9666.5,Office Space,Commercial,NA,4,20000.0,174167650.1,Yes,Yes,No,Yes,Freehold,Sell,Clear,"AC, WiFi, Security, Elevator",18,Real Estate Agent,92.9,100.0,Increasing,20.76,High,2026-09-04
PROP023397,Mangalore,12.823296,74.807594,37426.74,Vacant Land,Urban,NA,28,1641.64,56876129.91,Yes,No,Yes,Yes,Leasehold,Buy,Mortgaged,Basic,103,Bank,44.06,75.0,Increasing,0.88,Low,2026-06-11
PROP023398,Bangalore,13.058427,77.573216,9504.44,Commercial Space,Commercial,NA,23,10827.94,106676872.18,Yes,Yes,Yes,Yes,Leasehold,Buy,Clear,Security,19,Builder,69.73,100.0,Increasing,8.23,Medium,2026-09-03
PROP023399,Indore,22.795731,75.878657,426404.5,Land Bank,Rural,NA,7,685.11,271318080.42,No,Yes,Yes,Yes,Freehold,Buy,Mortgaged,Basic,34,NRI,37.2,20.0,Stable,4.83,Low,2026-08-19
PROP023400,Mangalore,12.836324,74.726114,2416.85,Commercial Space,Commercial,NA,0,12146.49,28878052.48,Yes,No,No,Yes,Freehold,Sell,Clear,"Security, WiFi, Elevator",158,Real Estate Agent,82.25,80.0,Stable,9.69,Medium,2026-04-17
PROP023401,Mysore,12.331019,76.776638,149758.6,Mixed-Use Property,Semi-Urban,NA,11,4834.08,355493274.39,No,Yes,No,Yes,Leasehold,Buy,Under Litigation,Basic,32,Individual,43.13,50.0,Stable,4.87,Low,2026-08-21
PROP023402,Hyderabad,17.388456,78.587337,73874.69,Development Land,Rural,NA,3,3113.34,227699793.88,Yes,Yes,Yes,Yes,Leasehold,Buy,Clear,Basic,104,Bank,85.21,32.5,Stable,4.31,Low,2026-06-10
PROP023403,Visakhapatnam,17.644634,83.234537,145825.84,Commercial Plot,Urban,NA,13,4302.84,485464702.86,No,No,Yes,Yes,Freehold,Lease,Mortgaged,Road Access,22,Real Estate Agent,64.67,75.0,Increasing,6.67,Medium,2026-08-31
PROP023404,Madurai,9.844089,78.122702,56435.43,Residential Plot,Semi-Urban,4 BHK,23,1235.05,66402985.32,Yes,No,No,Yes,Freehold,Buy,Clear,Road Access,75,Builder,72.23,50.0,Increasing,4.4,Low,2026-07-09
PROP023405,Gurgaon,28.313024,77.085495,81717.89,Warehouse,Industrial Hub,NA,8,3043.79,233280164.39,Yes,Yes,Yes,Yes,Freehold,Sell,Clear,"Security, Water Supply",99,Individual,59.19,65.0,Stable,10.08,Low,2026-06-15
PROP023406,Jaipur,26.828569,75.707015,108262.81,Mixed-Use Property,Semi-Urban,NA,2,5687.65,583896968.72,Yes,Yes,Yes,No,Freehold,Buy,Clear,Basic,43,NRI,57.29,62.5,Increasing,19.81,Low,2026-08-10
PROP023407,Aurangabad,19.813508,75.457176,190277.29,Commercial Plot,Urban,NA,0,4957.53,1030632066.93,Yes,No,Yes,Yes,Leasehold,Rent,Clear,Road Access,21,Bank,73.57,75.0,Increasing,21.63,Medium,2026-09-01
PROP023408,Ahmedabad,23.264057,72.402288,88428.98,Farm House,Semi-Urban,1 BHK,13,2828.04,218203133.6,Yes,No,No,Yes,Leasehold,Buy,Mortgaged,Security,55,Real Estate Agent,36.83,62.5,Stable,0.74,Low,2026-07-29
PROP023409,Visakhapatnam,17.690341,83.180071,103552.81,Commercial Plot,Semi-Urban,NA,7,5205.15,549434509.24,Yes,No,Yes,Yes,Freehold,Buy,Clear,Electricity,78,NRI,47.33,50.0,Increasing,8.03,Low,2026-07-06
PROP023410,Lucknow,26.876983,81.049876,390711.45,Land Bank,Semi-Urban,NA,0,1239.82,482541918.33,Yes,No,No,No,Freehold,Buy,Clear,Basic,24,Builder,46.82,50.0,Increasing,15.0,Low,2026-08-29
PROP023411,Pune,18.502163,73.737604,36414.16,Farm House,Urban,1 BHK,0,7144.41,235906066.12,Yes,Yes,Yes,Yes,Leasehold,Buy,Clear,"Water Supply, Security",43,Bank,41.55,100.0,Increasing,20.11,Low,2026-08-10
PROP023412,Surat,21.292295,72.742264,20742.98,Industrial Space,Industrial Hub,NA,0,1928.22,40550367.66,Yes,No,Yes,No,Leasehold,Lease,Clear,Basic,123,Individual,64.72,50.0,Stable,5.28,Medium,2026-05-22
PROP023413,Vellore,13.045449,79.22377,8051.81,Residential Plot,Urban,1 BHK,0,2394.76,18301216.87,Yes,Yes,Yes,Yes,Freehold,Rent,Clear,"Water Supply, Road Access",101,Individual,59.11,75.0,Stable,5.89,Low,2026-06-13
PROP023414,Hyderabad,17.480394,78.403107,103459.83,Vacant Land,Urban,NA,25,2638.46,148080732.45,Yes,Yes,Yes,Yes,Leasehold,Rent,Under Litigation,Basic,99,Bank,45.26,100.0,Increasing,5.15,Low,2026-06-15
PROP023415,Kochi,10.080258,76.389169,49227.89,Commercial Space,Commercial,NA,0,15140.27,777090165.14,Yes,No,No,Yes,Freehold,Rent,Clear,"WiFi, Elevator, Security",81,NRI,61.96,100.0,Increasing,14.58,Medium,2026-07-03
PROP023416,Chandigarh,30.767176,76.799712,317077.44,Land Bank,Semi-Urban,NA,1,3406.9,1029949062.52,No,Yes,No,Yes,Freehold,Sell,Clear,Basic,84,Builder,30.39,62.5,Stable,7.2,Low,2026-06-30
PROP023417,Chennai,12.827541,80.260346,263188.81,Development Land,Urban,NA,0,9072.07,2604567177.63,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,Basic,100,Individual,55.13,93.75,Increasing,21.4,Low,2026-06-14
PROP023418,Mysore,12.340376,76.664369,582948.51,Agricultural Land,Rural,NA,0,262.44,152759521.57,No,No,Yes,Yes,Freehold,Rent,Clear,Road Access,132,Builder,32.0,20.0,Stable,9.24,Low,2026-05-13
PROP023419,Kolkata,22.582831,88.492214,138211.27,Vacant Land,Semi-Urban,NA,7,3058.22,448977404.94,No,No,No,No,Freehold,Buy,Clear,Basic,97,Real Estate Agent,52.2,62.5,Decreasing,-2.29,Low,2026-06-17
PROP023420,Visakhapatnam,17.73923,83.161915,78729.39,Farm House,Rural,1 BHK,13,624.94,53657103.6,No,No,Yes,Yes,Freehold,Buy,Clear,"Parking, Security",134,Builder,36.46,20.0,Stable,0.27,Low,2026-05-11
PROP023421,Kochi,10.026417,76.28434,41228.98,Residential Plot,Rural,2 BHK,13,1650.83,53983556.05,Yes,Yes,No,No,Leasehold,Buy,Disputed,"Electricity, Water Supply",39,Real Estate Agent,82.17,25.0,Stable,0.1,Low,2026-08-14
PROP023422,Hyderabad,17.394105,78.537801,134947.7,Vacant Land,Rural,NA,0,1915.06,266741451.29,Yes,Yes,Yes,Yes,Leasehold,Buy,Clear,Basic,133,Bank,53.45,32.5,Stable,11.03,Low,2026-05-12
PROP023423,Lucknow,26.849513,80.942818,84975.54,Industrial Space,Industrial Hub,NA,0,898.18,79442411.57,No,Yes,Yes,No,Co-op,Buy,Clear,Basic,130,Individual,48.89,40.0,Stable,10.74,Low,2026-05-15
PROP023424,Mangalore,12.806415,74.715169,51451.36,Mixed-Use Property,Rural,NA,19,1117.44,27696666.05,Yes,No,No,No,Freehold,Rent,Under Litigation,Basic,139,Real Estate Agent,74.32,20.0,Decreasing,-5.9,Low,2026-05-06
PROP023425,Aurangabad,19.89552,75.409254,829584.56,Agricultural Land,Rural,NA,17,94.65,84436442.41,No,Yes,Yes,Yes,Leasehold,Buy,Clear,Water Supply,180,Builder,35.19,20.0,Decreasing,-5.99,Low,2026-03-26
PROP023426,Indore,22.756442,75.885582,53527.58,Warehouse,Industrial Hub,NA,0,1012.51,42415545.23,Yes,Yes,No,No,Leasehold,Buy,Mortgaged,"Electricity, Security",88,Bank,58.4,40.0,Increasing,12.19,Low,2026-06-26
PROP023427,Jaipur,26.837018,75.772213,198052.65,Warehouse,Industrial Hub,NA,8,852.25,176206679.67,Yes,No,Yes,No,Leasehold,Sell,Clear,"Water Supply, Electricity",90,Bank,37.24,50.0,Decreasing,-5.5,Low,2026-06-24
PROP023428,Tirunelveli,8.740578,77.673403,470957.29,Land Bank,Rural,NA,0,273.03,95715430.89,Yes,Yes,Yes,No,Leasehold,Buy,Disputed,Basic,186,Real Estate Agent,28.92,25.0,Decreasing,-1.61,Low,2026-03-20
PROP023429,Mumbai,19.016174,72.991054,79769.72,Industrial Plot,Industrial Hub,NA,22,3322.44,254968007.01,Yes,No,Yes,Yes,Leasehold,Buy,Clear,"Road Access, Water Supply",211,Builder,65.52,65.0,Decreasing,-6.14,Low,2026-02-23
PROP023430,Chandigarh,30.757949,76.710862,31983.16,Residential House,Semi-Urban,2 BHK,4,6095.4,213025481.69,No,Yes,No,Yes,Freehold,Sell,Clear,"Swimming Pool, Park, Parking, Water Supply, Electricity, Gym",152,NRI,87.39,62.5,Stable,9.7,Medium,2026-04-23
PROP023431,Mangalore,12.880626,74.783481,191307.11,Development Land,Urban,NA,0,7706.69,1444073516.26,Yes,Yes,Yes,Yes,Leasehold,Lease,Clear,Basic,137,NRI,82.5,75.0,Stable,14.91,High,2026-05-08
PROP023432,Indore,22.73087,75.865588,11540.09,Commercial Space,Commercial,NA,23,5890.15,53860654.61,No,No,No,No,Freehold,Buy,Disputed,Security,37,Individual,52.27,80.0,Stable,-0.51,Low,2026-08-16
PROP023433,Hyderabad,17.389442,78.508385,34066.04,Commercial Plot,Rural,NA,27,1489.51,46652849.43,Yes,Yes,Yes,Yes,Freehold,Sell,Clear,Electricity,61,Real Estate Agent,64.1,32.5,Decreasing,-8.25,Low,2026-07-23
PROP023434,Visakhapatnam,17.611139,83.269747,19521.5,Residential House,Semi-Urban,5+ BHK,2,3746.9,77530418.01,Yes,Yes,No,No,Freehold,Buy,Clear,"Park, Swimming Pool",162,Real Estate Agent,100.0,50.0,Stable,8.66,Medium,2026-04-13
PROP023435,Ahmedabad,23.100164,72.484535,66157.79,Warehouse,Industrial Hub,NA,23,973.28,62777258.08,No,Yes,No,No,Freehold,Buy,Clear,Water Supply,90,Builder,39.27,50.0,Increasing,8.72,Low,2026-06-24
PROP023436,Lucknow,26.822373,81.073115,7625.09,Retail Space,Commercial,NA,8,6168.35,41264736.52,No,Yes,Yes,Yes,Leasehold,Buy,Mortgaged,Parking,36,Bank,49.08,80.0,Increasing,15.51,Low,2026-08-17
